"DOI";"Paper_ID";"Title";"Climate_AD";"From_ecosys";"To_ecosys";"Coupling";"Mattyp1";"Mattyp2";"Flow";"Unit";"Process";"Driver_type"
"97";"";13;"Effects of resource limitation on a detrital-based ecosystem";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";340.642857;"gC.m-2.y-1";"Fall/wind";"Passive"
"98";"10.1007/BF00258283";14;"Input and storage of benthic detritus in an Alaskan subarctic stream";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";62.5;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"99";"10.1007/BF00258283";14;"Input and storage of benthic detritus in an Alaskan subarctic stream";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";31.25;"gC.m-2.y-1";"Fall/wind";"Passive"
"100";"";15;"Organic Matter Dynamics in 5 Subarctic Streams, Quebec, Canada";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";791.8;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"101";"";15;"Organic Matter Dynamics in 5 Subarctic Streams, Quebec, Canada";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";302.6;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"102";"";15;"Organic Matter Dynamics in 5 Subarctic Streams, Quebec, Canada";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";38.2;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"103";"";15;"Organic Matter Dynamics in 5 Subarctic Streams, Quebec, Canada";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";19.8;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"104";"";15;"Organic Matter Dynamics in 5 Subarctic Streams, Quebec, Canada";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";3;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"105";"";15;"Organic Matter Dynamics in 5 Subarctic Streams, Quebec, Canada";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";395.9;"gC.m-2.y-1";"Fall/wind";"Passive"
"106";"";15;"Organic Matter Dynamics in 5 Subarctic Streams, Quebec, Canada";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";151.3;"gC.m-2.y-1";"Fall/wind";"Passive"
"107";"";15;"Organic Matter Dynamics in 5 Subarctic Streams, Quebec, Canada";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";19.1;"gC.m-2.y-1";"Fall/wind";"Passive"
"108";"";15;"Organic Matter Dynamics in 5 Subarctic Streams, Quebec, Canada";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";9.9;"gC.m-2.y-1";"Fall/wind";"Passive"
"109";"";15;"Organic Matter Dynamics in 5 Subarctic Streams, Quebec, Canada";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";1.5;"gC.m-2.y-1";"Fall/wind";"Passive"
"110";"";16;"Hydrologic and Riparian Influences on the Import and Storage of Coarse Particulate Organic Matter in a Prairie Stream";"Temperate";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";129.185542;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"111";"";16;"Hydrologic and Riparian Influences on the Import and Storage of Coarse Particulate Organic Matter in a Prairie Stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";109.77644;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"112";"";16;"Hydrologic and Riparian Influences on the Import and Storage of Coarse Particulate Organic Matter in a Prairie Stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";419.438095;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"113";"";16;"Hydrologic and Riparian Influences on the Import and Storage of Coarse Particulate Organic Matter in a Prairie Stream";"Temperate";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";64.592771;"gC.m-2.y-1";"Fall/wind";"Passive"
"114";"";16;"Hydrologic and Riparian Influences on the Import and Storage of Coarse Particulate Organic Matter in a Prairie Stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";54.88822;"gC.m-2.y-1";"Fall/wind";"Passive"
"115";"";16;"Hydrologic and Riparian Influences on the Import and Storage of Coarse Particulate Organic Matter in a Prairie Stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";209.719048;"gC.m-2.y-1";"Fall/wind";"Passive"
"116";"10.1016/j.materresbull.2012.08.034";18;"Production de litiere de la ripisylve de la Garonne et apport au fleuve";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";42;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"117";"10.1016/j.materresbull.2012.08.034";18;"Production de litiere de la ripisylve de la Garonne et apport au fleuve";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";21;"gC.m-2.y-1";"Fall/wind";"Passive"
"118";"";19;"Carbon flow in a tundra stream ecosystem";"Arctic";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";500;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"119";"";19;"Carbon flow in a tundra stream ecosystem";"Arctic";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";250;"gC.m-2.y-1";"Fall/wind";"Passive"
"120";"10.1111/j.1440-1703.2004.00678.x";20;"Prey use by web-building spiders: stable isotope analyses of trophic flow at a forest-stream ecotone";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.075386;"gDW.m-2.y-1";"Life-cycle";"Active"
"121";"10.1111/j.1440-1703.2004.00678.x";20;"Prey use by web-building spiders: stable isotope analyses of trophic flow at a forest-stream ecotone";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.497904;"gC.m-2.y-1";"Life-cycle";"Active"
"122";"10.1111/j.1440-1703.2004.00678.x";20;"Prey use by web-building spiders: stable isotope analyses of trophic flow at a forest-stream ecotone";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.110227;"gN.m-2.y-1";"Life-cycle";"Active"
"123";"10.1111/j.1440-1703.2004.00678.x";20;"Prey use by web-building spiders: stable isotope analyses of trophic flow at a forest-stream ecotone";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.008603;"gP.m-2.y-1";"Life-cycle";"Active"
"124";"10.4319/lo.1976.21.2.0253";21;"Airborne litterfall as a source of organic matter in lakes";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";2.442748;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"125";"10.4319/lo.1976.21.2.0253";21;"Airborne litterfall as a source of organic matter in lakes";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";1.221374;"gC.m-2.y-1";"Fall/wind";"Passive"
"126";"10.1674/0003-0031-168.1.112";22;"Effects of Hemlock Mortality on Streams in the Southern Appalachian Mountains";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";572;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"127";"10.1674/0003-0031-168.1.112";22;"Effects of Hemlock Mortality on Streams in the Southern Appalachian Mountains";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";386;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"128";"10.1674/0003-0031-168.1.112";22;"Effects of Hemlock Mortality on Streams in the Southern Appalachian Mountains";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";497;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"129";"10.1674/0003-0031-168.1.112";22;"Effects of Hemlock Mortality on Streams in the Southern Appalachian Mountains";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";480;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"130";"10.1674/0003-0031-168.1.112";22;"Effects of Hemlock Mortality on Streams in the Southern Appalachian Mountains";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";436;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"131";"10.1674/0003-0031-168.1.112";22;"Effects of Hemlock Mortality on Streams in the Southern Appalachian Mountains";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";560;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"132";"10.1674/0003-0031-168.1.112";22;"Effects of Hemlock Mortality on Streams in the Southern Appalachian Mountains";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";468;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"133";"10.1674/0003-0031-168.1.112";22;"Effects of Hemlock Mortality on Streams in the Southern Appalachian Mountains";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";497;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"134";"10.1674/0003-0031-168.1.112";22;"Effects of Hemlock Mortality on Streams in the Southern Appalachian Mountains";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";286;"gC.m-2.y-1";"Fall/wind";"Passive"
"135";"10.1674/0003-0031-168.1.112";22;"Effects of Hemlock Mortality on Streams in the Southern Appalachian Mountains";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";193;"gC.m-2.y-1";"Fall/wind";"Passive"
"136";"10.1674/0003-0031-168.1.112";22;"Effects of Hemlock Mortality on Streams in the Southern Appalachian Mountains";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";248.5;"gC.m-2.y-1";"Fall/wind";"Passive"
"137";"10.1674/0003-0031-168.1.112";22;"Effects of Hemlock Mortality on Streams in the Southern Appalachian Mountains";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";240;"gC.m-2.y-1";"Fall/wind";"Passive"
"138";"10.1674/0003-0031-168.1.112";22;"Effects of Hemlock Mortality on Streams in the Southern Appalachian Mountains";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";218;"gC.m-2.y-1";"Fall/wind";"Passive"
"139";"10.1674/0003-0031-168.1.112";22;"Effects of Hemlock Mortality on Streams in the Southern Appalachian Mountains";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";280;"gC.m-2.y-1";"Fall/wind";"Passive"
"140";"10.1674/0003-0031-168.1.112";22;"Effects of Hemlock Mortality on Streams in the Southern Appalachian Mountains";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";234;"gC.m-2.y-1";"Fall/wind";"Passive"
"141";"10.1674/0003-0031-168.1.112";22;"Effects of Hemlock Mortality on Streams in the Southern Appalachian Mountains";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";248.5;"gC.m-2.y-1";"Fall/wind";"Passive"
"142";"10.2307/1937686";23;"Secondary Production, Emergence, and Export of Aquatic Insects of a Sonoran Desert Stream";"Arid";"Stream";"Desert";"Fresh. to terr.";"Aqu. insects";"Invertebrates";3.92;"gDW.m-2.y-1";"Life-cycle";"Active"
"143";"10.2307/1937686";23;"Secondary Production, Emergence, and Export of Aquatic Insects of a Sonoran Desert Stream";"Arid";"Stream";"Desert";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.81496;"gC.m-2.y-1";"Life-cycle";"Active"
"144";"10.2307/1937686";23;"Secondary Production, Emergence, and Export of Aquatic Insects of a Sonoran Desert Stream";"Arid";"Stream";"Desert";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.4018;"gN.m-2.y-1";"Life-cycle";"Active"
"145";"10.2307/1937686";23;"Secondary Production, Emergence, and Export of Aquatic Insects of a Sonoran Desert Stream";"Arid";"Stream";"Desert";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.03136;"gP.m-2.y-1";"Life-cycle";"Active"
"146";"10.1890/0012-9658(2003)084[0701:TIIDTL]2.0.CO/2";24;"Terrestrial invertebrate inputs determine the local abundance of stream fishes in a forested stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";15.357576;"gDW.m-2.y-1";"Fall/wind";"Passive"
"147";"10.1890/0012-9658(2003)084[0701:TIIDTL]2.0.CO/2";24;"Terrestrial invertebrate inputs determine the local abundance of stream fishes in a forested stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";7.617358;"gC.m-2.y-1";"Fall/wind";"Passive"
"148";"10.1890/0012-9658(2003)084[0701:TIIDTL]2.0.CO/2";24;"Terrestrial invertebrate inputs determine the local abundance of stream fishes in a forested stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";1.535758;"gN.m-2.y-1";"Fall/wind";"Passive"
"149";"10.1890/0012-9658(2003)084[0701:TIIDTL]2.0.CO/2";24;"Terrestrial invertebrate inputs determine the local abundance of stream fishes in a forested stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.076788;"gP.m-2.y-1";"Fall/wind";"Passive"
"150";"10.1890/14-0704.1";25;"Quantifying aquatic insect deposition from lake to land";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";50;"gDW.m-2.y-1";"Life-cycle";"Active"
"151";"10.1890/14-0704.1";25;"Quantifying aquatic insect deposition from lake to land";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";25;"gDW.m-2.y-1";"Life-cycle";"Active"
"152";"10.1890/14-0704.1";25;"Quantifying aquatic insect deposition from lake to land";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";15;"gDW.m-2.y-1";"Life-cycle";"Active"
"153";"10.1890/14-0704.1";25;"Quantifying aquatic insect deposition from lake to land";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";2;"gDW.m-2.y-1";"Life-cycle";"Active"
"154";"10.1890/14-0704.1";25;"Quantifying aquatic insect deposition from lake to land";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";23.15;"gC.m-2.y-1";"Life-cycle";"Active"
"155";"10.1890/14-0704.1";25;"Quantifying aquatic insect deposition from lake to land";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";11.575;"gC.m-2.y-1";"Life-cycle";"Active"
"156";"10.1890/14-0704.1";25;"Quantifying aquatic insect deposition from lake to land";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";6.945;"gC.m-2.y-1";"Life-cycle";"Active"
"157";"10.1890/14-0704.1";25;"Quantifying aquatic insect deposition from lake to land";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.926;"gC.m-2.y-1";"Life-cycle";"Active"
"158";"10.1890/14-0704.1";25;"Quantifying aquatic insect deposition from lake to land";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";6;"gN.m-2.y-1";"Life-cycle";"Active"
"159";"10.1890/14-0704.1";25;"Quantifying aquatic insect deposition from lake to land";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";2.2975;"gN.m-2.y-1";"Life-cycle";"Active"
"160";"10.1890/14-0704.1";25;"Quantifying aquatic insect deposition from lake to land";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.3785;"gN.m-2.y-1";"Life-cycle";"Active"
"161";"10.1890/14-0704.1";25;"Quantifying aquatic insect deposition from lake to land";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.1838;"gN.m-2.y-1";"Life-cycle";"Active"
"162";"10.1890/14-0704.1";25;"Quantifying aquatic insect deposition from lake to land";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.5;"gP.m-2.y-1";"Life-cycle";"Active"
"163";"10.1890/14-0704.1";25;"Quantifying aquatic insect deposition from lake to land";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.325;"gP.m-2.y-1";"Life-cycle";"Active"
"164";"10.1890/14-0704.1";25;"Quantifying aquatic insect deposition from lake to land";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.195;"gP.m-2.y-1";"Life-cycle";"Active"
"165";"10.1890/14-0704.1";25;"Quantifying aquatic insect deposition from lake to land";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.026;"gP.m-2.y-1";"Life-cycle";"Active"
"166";"10.1111/j.1744-7429.2012.00896.x";26;"Importance of Terrestrial Arthropods as Subsidies in Lowland Neotropical Rain Forest Stream Ecosystems";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";10.9135;"gDW.m-2.y-1";"Fall/wind";"Passive"
"167";"10.1111/j.1744-7429.2012.00896.x";26;"Importance of Terrestrial Arthropods as Subsidies in Lowland Neotropical Rain Forest Stream Ecosystems";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";8.249;"gDW.m-2.y-1";"Fall/wind";"Passive"
"168";"10.1111/j.1744-7429.2012.00896.x";26;"Importance of Terrestrial Arthropods as Subsidies in Lowland Neotropical Rain Forest Stream Ecosystems";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";7.1175;"gDW.m-2.y-1";"Fall/wind";"Passive"
"169";"10.1111/j.1744-7429.2012.00896.x";26;"Importance of Terrestrial Arthropods as Subsidies in Lowland Neotropical Rain Forest Stream Ecosystems";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";12.921;"gDW.m-2.y-1";"Fall/wind";"Passive"
"170";"10.1111/j.1744-7429.2012.00896.x";26;"Importance of Terrestrial Arthropods as Subsidies in Lowland Neotropical Rain Forest Stream Ecosystems";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";4.2705;"gDW.m-2.y-1";"Fall/wind";"Passive"
"171";"10.1111/j.1744-7429.2012.00896.x";26;"Importance of Terrestrial Arthropods as Subsidies in Lowland Neotropical Rain Forest Stream Ecosystems";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";1.7885;"gDW.m-2.y-1";"Fall/wind";"Passive"
"172";"10.1111/j.1744-7429.2012.00896.x";26;"Importance of Terrestrial Arthropods as Subsidies in Lowland Neotropical Rain Forest Stream Ecosystems";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";4.38;"gDW.m-2.y-1";"Fall/wind";"Passive"
"173";"10.1111/j.1744-7429.2012.00896.x";26;"Importance of Terrestrial Arthropods as Subsidies in Lowland Neotropical Rain Forest Stream Ecosystems";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";14.7825;"gDW.m-2.y-1";"Fall/wind";"Passive"
