"DOI";"Paper_ID";"Title";"Climate_AD";"From_ecosys";"To_ecosys";"Coupling";"Mattyp1";"Mattyp2";"Flow"
"122";"10.1371/journal.pone.0036462";68;"Forest-stream linkages: Effects of terrestrial invertebrate input and light on diet and growth of brown trout (salmo trutta) in a boreal forest stream";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.61225
"123";"10.1371/journal.pone.0036462";68;"Forest-stream linkages: Effects of terrestrial invertebrate input and light on diet and growth of brown trout (salmo trutta) in a boreal forest stream";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.6107
"124";"10.1007/s10641-014-0250-y";69;"Woody debris and terrestrial invertebrates – effects on prey resources for brown trout (Salmo trutta) in a boreal stream";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";1.51435
"125";"10.1007/s10641-014-0250-y";69;"Woody debris and terrestrial invertebrates – effects on prey resources for brown trout (Salmo trutta) in a boreal stream";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";1.61665
"126";"10.1016/j.scitotenv.2016.10.156";70;"Cross-ecosystem fluxes: Export of polyunsaturated fatty acids from aquatic to terrestrial ecosystems via emerging insects";"Temperate";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";5.081223
"127";"10.1016/j.scitotenv.2016.10.156";70;"Cross-ecosystem fluxes: Export of polyunsaturated fatty acids from aquatic to terrestrial ecosystems via emerging insects";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";5.081223
"128";"10.1899/08-038.1";71;"Deposition and decomposition of periodical cicadas (Homoptera: Cicadidae: Magicicauda) in woodland aquatic ecosystems";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.05278
"129";"10.1899/08-038.1";71;"Deposition and decomposition of periodical cicadas (Homoptera: Cicadidae: Magicicauda) in woodland aquatic ecosystems";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.78722
"130";"10.1899/08-038.1";71;"Deposition and decomposition of periodical cicadas (Homoptera: Cicadidae: Magicicauda) in woodland aquatic ecosystems";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";2.646
"131";"10.1899/08-038.1";71;"Deposition and decomposition of periodical cicadas (Homoptera: Cicadidae: Magicicauda) in woodland aquatic ecosystems";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";2.54688
"132";"10.1134/S199542551604003X";72;"Fluxes of biomass and essential polyunsaturated fatty acids from water to land via chironomid emergence from a mountain lake";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.260735
"133";"10.1080/02705060.2004.9664522";73;"Magnitude and fate of salmon-derived nutrients and energy in a coastal stream ecosystem";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";3.828
"134";"10.1139/F03-045";75;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";4.521679
"135";"10.1139/F03-045";75;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.458463
"136";"10.1139/F03-045";75;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.607677
"137";"10.1139/F03-045";75;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.017449
"138";"10.1139/F03-045";75;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.340577
"139";"10.1139/F03-045";75;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";4.023082
"140";"10.1139/F03-045";75;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";1.53664
"141";"10.1139/F03-045";75;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.801394
"142";"10.1139/F03-045";75;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.746828
"143";"10.1139/F03-045";75;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.231652
"144";"10.1139/F03-045";75;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.717307
"145";"10.1139/F03-045";75;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";2.364052
"146";"10.1139/F03-045";75;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.420372
"147";"10.1023/A:1003037200703";77;"The macrobenthos of the pristine stream. Skiftessaa. Høylandet. Norway";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.001788
"148";"10.1134/S1995425516040107";78;"Emergence of amphibiotic insects from a floodplain lake in the Usman Forest in the Central Russian forest steppe";"Temperate";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.036897
"149";"";117;"Emergence of Chironimidae from Findley Lake and two ponds in the Cascade Mountains, USA";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.189067
"150";"";117;"Emergence of Chironimidae from Findley Lake and two ponds in the Cascade Mountains, USA";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.043129
"151";"";117;"Emergence of Chironimidae from Findley Lake and two ponds in the Cascade Mountains, USA";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.015663
"152";"";80;"Macrobenthos. In: Hobbie et al. Limnology of tundra ponds: Barrow, Alaska";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.157063
"153";"";80;"Macrobenthos. In: Hobbie et al. Limnology of tundra ponds: Barrow, Alaska";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.056636
"154";"";80;"Macrobenthos. In: Hobbie et al. Limnology of tundra ponds: Barrow, Alaska";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.058123
"155";"10.1111/oik.01524";81;"Boomerang ecosystem fluxes: Organic carbon inputs from land to lakes are returned to terrestrial food webs via aquatic insects";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";0.458599
"156";"10.1111/oik.01524";81;"Boomerang ecosystem fluxes: Organic carbon inputs from land to lakes are returned to terrestrial food webs via aquatic insects";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";0.407643
"157";"";82;"Dispersal of Terrestrial Plant Litter into a Subalpine Lake";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";0.027193
"158";"10.1007/s00027-008-8074-5";83;"Airborne carbon deposition on a remote forested lake";"Temperate";"Forest";"Lake";"Terr. to fresh.";"POC";"POC-DOC";0.030125
"159";"10.1134/S1995425516040053";84;"Substance and energy flows formed by the emergence of amphibiotic insects across the water–air boundary on the floodplain lakes of the Volga River";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.1336
"160";"10.1007/s10021-008-9194-4";85;"Periodical cicada detritus impacts stream ecosystem metabolism";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.531098
"161";"10.1007/s10021-008-9194-4";85;"Periodical cicada detritus impacts stream ecosystem metabolism";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.284993
"162";"10.1007/s00027-013-0320-9";87;"How hydroperiod and species richness affect the balance of resource flows across aquatic-terrestrial habitats";"Boreal";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.028916
"163";"10.1007/s00027-013-0320-9";87;"How hydroperiod and species richness affect the balance of resource flows across aquatic-terrestrial habitats";"Boreal";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";11.144994
"164";"10.1007/s00027-013-0320-9";87;"How hydroperiod and species richness affect the balance of resource flows across aquatic-terrestrial habitats";"Boreal";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.084163
"165";"10.1007/s00027-013-0320-9";87;"How hydroperiod and species richness affect the balance of resource flows across aquatic-terrestrial habitats";"Boreal";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.454903
"166";"10.1073/pnas.1614778114";88;"Annual mass drownings of the Serengeti wildebeest migration influence nutrient cycling and storage in the Mara River";"Tropical";"Grassland";"Stream";"Terr. to fresh.";"Carcass";"Vertebrates";30.4
"167";"10.2307/1942458";90;"Nitrogen budget for a small coniferous forest stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";3.13
"168";"10.2307/1942460";90;"Nitrogen budget for a small coniferous forest stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";0.3
"169";"10.1111/fwb13130";91;"Amphibian-mediated nutrient fluxes accros aquatic-terrestrial boundaries of temporary wetlands";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Small amphib.";"Vertebrates";0.025853
"170";"10.1111/fwb13130";91;"Amphibian-mediated nutrient fluxes accros aquatic-terrestrial boundaries of temporary wetlands";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Small amphib.";"Vertebrates";0.053569
"171";"10.1111/fwb13130";91;"Amphibian-mediated nutrient fluxes accros aquatic-terrestrial boundaries of temporary wetlands";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Small amphib.";"Vertebrates";0.092359
"172";"10.1111/fwb13130";91;"Amphibian-mediated nutrient fluxes accros aquatic-terrestrial boundaries of temporary wetlands";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Small amphib.";"Vertebrates";0.068564
"173";"10.1111/fwb13130";91;"Amphibian-mediated nutrient fluxes accros aquatic-terrestrial boundaries of temporary wetlands";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Small amphib.";"Vertebrates";0.186433
"174";"10.1111/fwb13130";91;"Amphibian-mediated nutrient fluxes accros aquatic-terrestrial boundaries of temporary wetlands";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Small amphib.";"Vertebrates";0.016004
"175";"10.1111/fwb13130";91;"Amphibian-mediated nutrient fluxes accros aquatic-terrestrial boundaries of temporary wetlands";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Small amphib.";"Vertebrates";0.133955
"176";"10.1111/fwb13130";91;"Amphibian-mediated nutrient fluxes accros aquatic-terrestrial boundaries of temporary wetlands";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Small amphib.";"Vertebrates";0.416356
"177";"10.1139/f97-034";92;"Terrestrial invertebrates as salmonid prey and nitrogen sources in streams: contrasting old-growth and young-growth riparian forests in southeastern Alaska, U.S.A";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.93
"178";"10.1139/f97-034";92;"Terrestrial invertebrates as salmonid prey and nitrogen sources in streams: contrasting old-growth and young-growth riparian forests in southeastern Alaska, U.S.A";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";21.855
"179";"10.2307/1467430";93;"Seasonal and storm dynamics of the hyporheic zone of a 4th-order mountain stream. II: Nitrogen cycling";"Temperate";"Forest";"Stream";"Terr. to fresh.";"DOC";"POC-DOC";1.9
"180";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.031539
"181";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.034322
"182";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.012987
"183";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.044526
"184";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.115953
"185";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.05844
"186";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.196657
"187";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.076993
"188";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Grassland";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.258807
"189";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.159552
"190";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.088124
"191";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Grassland";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.05473
"192";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.20815
"193";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.24797
"194";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Grassland";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.12851
"195";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.30408
"196";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.21539
"197";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Grassland";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.20634
"198";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Grassland";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.47784
"199";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.66789
"200";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Grassland";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";1.06247
"201";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.22625
"202";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.49956
"203";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Grassland";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.29322
"204";"10.1111/j.1442-9993.1993.tb00465.x";94;"Litter Inputs To a Tropical Australian Rain-Forest Stream";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";6.1
